Unnamed: 0,negskew,duvol,Date,year,month,country,GDP,corruption,governmentEffectiveness,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,negskew_annual,duvol_annual
11/1/2003,-0.328909048,-0.09494393400000001,11/1/2003,2003,46,China,4704.5868,-0.36,-0.082087658,-0.563666165,-0.33,-0.53,-1.512429118,-0.230332132,-0.136146353
12/1/2003,-0.959947714,-0.272923312,12/1/2003,2003,47,China,4704.5868,-0.36,-0.082087658,-0.563666165,-0.33,-0.53,-1.512429118,-0.230332132,-0.136146353
1/1/2004,-0.40593503799999997,-0.101695207,1/1/2004,2004,48,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
2/1/2004,-0.658641987,-0.137224775,2/1/2004,2004,49,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
3/1/2004,0.980886838,0.067429655,3/1/2004,2004,50,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
4/1/2004,1.42534499,0.29829399300000004,4/1/2004,2004,51,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
5/1/2004,0.03781886,0.241488538,5/1/2004,2004,52,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
6/1/2004,0.532135769,0.256746507,6/1/2004,2004,53,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
7/1/2004,-0.340200165,-0.081727576,7/1/2004,2004,54,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
8/1/2004,-0.189319718,-0.275351384,8/1/2004,2004,55,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
9/1/2004,-1.182920501,-0.27962814399999997,9/1/2004,2004,56,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
10/1/2004,-0.032685263,-0.053150473,10/1/2004,2004,57,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
11/1/2004,-0.5172667999999999,-0.255810214,11/1/2004,2004,58,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
12/1/2004,1.46126571,0.629341964,12/1/2004,2004,59,China,5149.601901,-0.56,-0.055238146,-0.390191853,-0.31,-0.53,-1.462463975,-0.479582475,-0.208299987
1/1/2005,0.5159482910000001,0.050193335,1/1/2005,2005,60,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
2/1/2005,-0.8512345379999999,-0.32082881,2/1/2005,2005,61,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
3/1/2005,1.3165005840000001,0.363180426,3/1/2005,2005,62,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
4/1/2005,1.2213427620000001,0.041681817,4/1/2005,2005,63,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
5/1/2005,1.1117761879999999,0.141699741,5/1/2005,2005,64,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
6/1/2005,-0.790670498,-0.36685851,6/1/2005,2005,65,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
7/1/2005,-0.39994478899999997,0.020500672,7/1/2005,2005,66,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
8/1/2005,0.18378727399999997,0.026985225,8/1/2005,2005,67,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
9/1/2005,-2.712591665,-1.018832253,9/1/2005,2005,68,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
10/1/2005,1.349761444,0.357531716,10/1/2005,2005,69,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
11/1/2005,-0.6928595759999999,-0.41535589700000003,11/1/2005,2005,70,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
12/1/2005,-1.4425437890000001,-0.480136601,12/1/2005,2005,71,China,5702.800579,-0.61,-0.119986556,-0.501789033,-0.15,-0.59,-1.500785112,0.925963635,0.35193802700000004
1/1/2006,-1.28025779,-0.441962015,1/1/2006,2006,72,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
2/1/2006,-0.58817022,-0.34099279,2/1/2006,2006,73,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
3/1/2006,0.5918338129999999,0.078468284,3/1/2006,2006,74,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
4/1/2006,-0.31333267600000003,-0.049226303,4/1/2006,2006,75,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
5/1/2006,0.9488341459999999,0.270746941,5/1/2006,2006,76,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
6/1/2006,-0.16996628100000002,-0.102735851,6/1/2006,2006,77,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
7/1/2006,-1.1099007379999999,-0.337639575,7/1/2006,2006,78,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
8/1/2006,0.11203540699999999,0.004878389,8/1/2006,2006,79,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
9/1/2006,1.6396542109999999,0.448082862,9/1/2006,2006,80,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
10/1/2006,0.28767039899999997,0.121439404,10/1/2006,2006,81,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
11/1/2006,0.572039255,0.234905957,11/1/2006,2006,82,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
12/1/2006,-2.415154544,-0.724279157,12/1/2006,2006,83,China,6392.373888,-0.51,0.07047493,-0.539763808,-0.2,-0.64,-1.74897027,-0.573909999,0.127290076
1/1/2007,0.357966532,0.157955975,1/1/2007,2007,84,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
2/1/2007,1.27996,0.146670239,2/1/2007,2007,85,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
3/1/2007,1.105208195,0.081690366,3/1/2007,2007,86,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
4/1/2007,1.634614135,0.214621345,4/1/2007,2007,87,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
5/1/2007,-2.112110223,-0.6559776970000001,5/1/2007,2007,88,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
6/1/2007,-2.439983094,-1.0001005840000001,6/1/2007,2007,89,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
7/1/2007,-1.337633149,-0.33062517,7/1/2007,2007,90,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
8/1/2007,-1.0121197370000001,-0.15630570800000002,8/1/2007,2007,91,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
9/1/2007,-2.659215418,-0.853735047,9/1/2007,2007,92,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
10/1/2007,-0.768200415,-0.30250882100000004,10/1/2007,2007,93,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
11/1/2007,0.284947651,0.041448074,11/1/2007,2007,94,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
12/1/2007,0.588343081,-0.0016045329999999998,12/1/2007,2007,95,China,7264.060036,-0.59,0.182777718,-0.49882054299999995,-0.17,-0.54,-1.721250176,0.09419144,0.169741057
1/1/2008,0.065693338,-0.036909322,1/1/2008,2008,96,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
2/1/2008,-0.635757658,0.074763617,2/1/2008,2008,97,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
3/1/2008,0.490513896,0.18767265600000002,3/1/2008,2008,98,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
4/1/2008,-0.29060090899999996,-0.348741135,4/1/2008,2008,99,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
5/1/2008,1.318268363,0.278720027,5/1/2008,2008,100,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
6/1/2008,0.9839970570000001,0.18166931100000008,6/1/2008,2008,101,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
7/1/2008,-0.277137239,-0.017278522,7/1/2008,2008,102,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
8/1/2008,0.029713372999999998,-0.199476656,8/1/2008,2008,103,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
9/1/2008,-0.867154717,-0.321358596,9/1/2008,2008,104,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
10/1/2008,-0.389121061,-0.313627212,10/1/2008,2008,105,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
11/1/2008,-0.233524717,-0.032505444,11/1/2008,2008,106,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
12/1/2008,-0.765319567,-0.128635428,12/1/2008,2008,107,China,7924.644365000001,-0.52,0.150767997,-0.49127495299999996,-0.15,-0.42,-1.699497223,-0.61096779,-0.138492046
1/1/2009,-0.21240705199999999,-0.15528979199999998,1/1/2009,2009,108,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
2/1/2009,-0.7757939770000001,-0.420530358,2/1/2009,2009,109,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
3/1/2009,-0.49472283799999994,-0.073945309,3/1/2009,2009,110,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
4/1/2009,-0.368518884,-0.35359921200000005,4/1/2009,2009,111,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
5/1/2009,-1.9898061180000002,-0.405991527,5/1/2009,2009,112,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
6/1/2009,-0.37260469700000004,-0.38286017899999997,6/1/2009,2009,113,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
7/1/2009,0.207005367,-0.046378794,7/1/2009,2009,114,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
8/1/2009,0.969889452,0.177771769,8/1/2009,2009,115,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
9/1/2009,0.41090912,0.038916971,9/1/2009,2009,116,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
10/1/2009,-0.38358971299999994,-0.17796078699999998,10/1/2009,2009,117,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
11/1/2009,0.434327664,0.258111065,11/1/2009,2009,118,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
12/1/2009,-0.511757604,0.041836418,12/1/2009,2009,119,China,8626.532479000001,-0.51,0.093804412,-0.449346364,-0.22,-0.41,-1.701171041,0.45964683,0.18566956899999998
1/1/2010,0.9599869059999999,0.275601483,1/1/2010,2010,120,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
2/1/2010,0.159128215,0.148798793,2/1/2010,2010,121,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
3/1/2010,0.070153501,-0.014367366000000001,3/1/2010,2010,122,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
4/1/2010,-0.648681438,-0.415367327,4/1/2010,2010,123,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
5/1/2010,0.248297602,0.11827588300000001,5/1/2010,2010,124,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
6/1/2010,-1.301915245,-0.267269369,6/1/2010,2010,125,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
7/1/2010,1.1487338679999999,0.305962256,7/1/2010,2010,126,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
8/1/2010,0.298624022,0.159193871,8/1/2010,2010,127,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
9/1/2010,-0.466482787,-0.25330439899999996,9/1/2010,2010,128,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
10/1/2010,-0.587281229,-0.291082605,10/1/2010,2010,129,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
11/1/2010,-0.04293148,-0.190015485,11/1/2010,2010,130,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
12/1/2010,1.417557554,0.483892771,12/1/2010,2010,131,China,9498.079744,-0.56,0.088648684,-0.657060683,-0.23,-0.41,-1.68054831,0.410827839,0.129402704
1/1/2011,0.295689915,0.070449484,1/1/2011,2011,132,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
2/1/2011,0.72504099,0.13255745800000002,2/1/2011,2011,133,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
3/1/2011,0.177119561,0.020362161,3/1/2011,2011,134,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
4/1/2011,0.648436675,-0.001184503,4/1/2011,2011,135,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
5/1/2011,-0.23333687,-0.111085084,5/1/2011,2011,136,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
6/1/2011,-2.245011811,-0.32019962399999996,6/1/2011,2011,137,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
7/1/2011,0.100353316,-0.230943115,7/1/2011,2011,138,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
8/1/2011,1.085589739,0.283788017,8/1/2011,2011,139,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
9/1/2011,1.15536154,0.36123097600000004,9/1/2011,2011,140,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
10/1/2011,0.11657452199999999,0.0047721000000000005,10/1/2011,2011,141,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
11/1/2011,0.384791482,0.052514473,11/1/2011,2011,142,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
12/1/2011,-1.6201656,-0.5611034429999999,12/1/2011,2011,143,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,1.046262831,0.26779257300000003
1/1/2012,-1.1191230840000002,-0.184840163,1/1/2012,2012,144,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
2/1/2012,-1.253295027,-0.699303097,2/1/2012,2012,145,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
3/1/2012,1.064333158,0.23830283300000002,3/1/2012,2012,146,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
4/1/2012,-1.141999735,-0.325886837,4/1/2012,2012,147,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
5/1/2012,1.43472361,0.40473530799999996,5/1/2012,2012,148,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
6/1/2012,0.10690445300000001,-0.09288930599999999,6/1/2012,2012,149,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
7/1/2012,0.7852905640000001,0.37962753899999996,7/1/2012,2012,150,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
8/1/2012,0.069650658,-0.3248283,8/1/2012,2012,151,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
9/1/2012,-1.0059139609999999,-0.431980559,9/1/2012,2012,152,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,-0.681556298,-0.293818641
